run_id,combo_id,split_id,threshold,val_strategy,val_params,seed,model_key,model_class,model_params,imputer,scaler,pca,pca_params,resampling,resampling_params,n_train,n_test,pos_rate_test,roc_auc,pr_auc,brier,mcc,accuracy,balanced_accuracy,precision,recall,f1,tn,fp,fn,tp
20260129_180735,1,random80_20_seed478163327,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",478163327,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.25,0.84375,0.5840277777777778,0.16401760611534483,0.2182178902359924,0.71875,0.6041666666666667,0.42857142857142855,0.375,0.4,20,4,5,3
20260129_180735,2,random80_20_seed1122456590,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",1122456590,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.3125,0.7681818181818182,0.6109253065774805,0.17325585886910705,0.539791896359413,0.8125,0.7272727272727273,0.8333333333333334,0.5,0.625,21,1,5,5
20260129_180735,3,random80_20_seed198888238,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",198888238,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.28125,0.7777777777777778,0.5748391042508689,0.1668562801943774,0.39405520311955033,0.78125,0.644927536231884,0.75,0.3333333333333333,0.46153846153846156,22,1,6,3
20260129_180735,4,random80_20_seed1648070629,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",1648070629,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.40625,0.8299595141700405,0.7606806205490416,0.19168321688102047,0.34500484066310094,0.6875,0.6275303643724697,0.8,0.3076923076923077,0.4444444444444444,18,1,9,4
20260129_180735,5,random80_20_seed2013803541,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",2013803541,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.25,0.9114583333333334,0.7934285077667431,0.10190178380619289,0.647150228929434,0.875,0.7916666666666667,0.8333333333333334,0.625,0.7142857142857143,23,1,3,5
20260129_180735,6,random80_20_seed1130931295,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",1130931295,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.21875,0.8228571428571428,0.6521213748657357,0.12937241877149072,0.4857142857142857,0.84375,0.6942857142857143,0.75,0.42857142857142855,0.5454545454545454,24,1,4,3
20260129_180735,7,random80_20_seed1092773876,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",1092773876,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.1875,0.9294871794871795,0.6496031746031745,0.10284433214235013,0.4547940268270977,0.84375,0.7115384615384616,0.6,0.5,0.5454545454545454,24,2,3,3
20260129_180735,8,random80_20_seed330267354,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",330267354,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.25,0.78125,0.5098247615910659,0.16719175169549538,0.2773500981126145,0.75,0.625,0.5,0.375,0.42857142857142855,21,3,5,3
20260129_180735,9,random80_20_seed624025999,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",624025999,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.21875,0.9085714285714286,0.7313448456305598,0.12204848475057409,0.6217695735539032,0.84375,0.8485714285714285,0.6,0.8571428571428571,0.7058823529411765,21,4,1,6
20260129_180735,10,random80_20_seed505971449,0.5,random_split_80_20,"{""stratify"": false, ""test_size"": 0.2}",505971449,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},128,32,0.15625,0.8,0.5004901960784314,0.12640608971615117,0.28888888888888886,0.8125,0.6444444444444444,0.4,0.4,0.4,24,3,3,2
